Time,Light
15349,29
15356,24
15363,28
15370,24
15377,25
15384,26
15391,20
15398,25
15405,23
15412,26
15419,23
15426,28
15433,24
15440,28
15447,24
15454,24
15462,25
15469,21
15476,25
15483,22
15490,26
15497,23
15504,25
15511,23
15518,27
15525,24
15532,27
15539,25
15546,26
15553,25
15560,24
15567,28
15574,24
15581,27
15589,25
15596,30
15603,26
15610,31
15617,27
15624,29
15631,29
15638,27
15645,30
15652,26
15659,31
15666,28
15673,36
15680,30
15687,35
15694,32
15701,34
15708,33
15716,33
15723,35
15730,34
15737,36
15744,32
15751,40
15758,33
15765,40
15772,33
15779,39
15786,35
15793,38
15800,39
15807,38
15814,40
15821,37
15828,44
15835,36
15842,44
15850,40
15857,42
15864,39
15871,43
15878,42
15885,41
15892,44
15899,39
15906,46
15913,39
15920,45
15927,41
15934,45
15941,41
15948,43
15955,42
15962,43
15969,46
15976,42
15983,46
15991,40
15998,45
16005,40
16012,45
16019,41
16026,45
16033,42
16040,43
16047,42
16054,42
16061,45
16068,38
16075,47
16082,37
16089,45
16096,38
16103,43
16110,40
16118,41
16125,40
16132,38
16139,42
16146,36
16153,42
16160,32
16167,41
16174,34
16181,41
16188,36
16195,38
16202,36
16209,36
16216,36
16223,34
16230,37
16237,30
16245,38
16252,30
16259,37
16266,32
16273,35
16280,30
16287,33
16294,32
16301,29
16308,31
16315,27
16322,31
16329,26
16336,32
16343,26
16350,31
16357,28
16364,28
16371,27
16378,26
16385,27
16393,23
16400,28
16407,24
16414,27
16421,24
16428,30
16435,24
16442,25
16449,24
16456,20
16463,26
16470,23
16477,26
16484,23
16491,27
16498,22
16505,26
16512,25
16519,25
16526,25
16534,23
16541,24
16548,23
16555,26
16562,24
16569,28
16576,24
16583,30
16590,24
16597,28
16604,24
16611,27
16618,27
16625,25
16632,27
16639,23
